id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,noi_dung_binh_luan_processed,label
133,1220,em nghĩ shop nên lấy loại lớn này,25/10/2020,13:38,5,422217292,,1
134,2195,Không có tặng kèm bông tẩy trang,23/08/2022,7:32,4,249500028,tặng kèm,1
135,4038,"dùg đc mà miếng mask hơi dão, ko ôm khuôn mặt. kim cương và ngọc trai dùg thích nhất",19/01/2021,0:34,5,365000013,miếng mặt_nạ dão ngọc_dùg,1
136,2308,"rât hợp vs da dầu mụn ạ,",2/8/2024,21:59,5,422205164,rât_hợp mụn,1
137,2385,"Mùi hương dễ chịu, làm mát nhanh , giá thành ổn",29/04/2023,11:21,3,204100019,ổn,0
138,2327,"Mùi hương dễ chịu, lành tính . Giá thành lại rẻ nữa ạ",3/5/2023,17:48,5,204100019,dễ_chịu giá_thành rẻ,1
139,145,Sap phẩm tốt vừa túi tiền dung lại rất hiệu quả ạ,19/04/2023,20:48,5,422211446,phẩm túi_tiền hiệu_quả,1
140,2891,"Hồi dùng chai đầu tiên thấy bình thường, từ khi kết hợp thêm viên uống vs nước thần của hãng này vào. Đi đâu ai cũng khen da trắng lên hẳn. Trong khi ngày xưa nhìn như mỹ da đen dị đó. Chân ái của đời tui",8/1/2021,8:23,5,358300002,bình_thường kết_hợp uống đi ngợi trắng,1
141,35,Sản phẩm này qá ok . Nên mua ạ sử dụng thích lắm,17/04/2023,13:44,5,318900011,đồng_ý,1
142,3972,"đúng là chân ái. tạo bọt sạch mà còn giữ ẩm rất tốt . nhưng trước khi rửa nên tẩy trang kĩ thì mới cảm nhận được tác dụng của srm, 1 dòng dược mỹ phẩm nên dùng đáng đồng tiền",29/10/2022,21:52,5,331300002,sạch rửa tẩy_kĩ cảm_nhận tác_dụng mỹ_phẩm đồng_tiền,1
143,162,"hàng tốt, nâng tone, nhưng giá hơi cao",9/1/2021,6:40,3,248700035,nâng,0
144,1144,"Không biết dùng tới chai thứ mấy rồi. Loại SRM này rất dịu nhẹ không gây kích ứng da, rất phù hợp với da nhạy cảm và dầu mụn như mình, 1 ngày mình rửa 3-4 lần luôn mà không bị khô hay kích ứng gì. Vừa rồi đổi loại SRM hãng khác thì da lại nổi mụn viêm đỏ khá nhiều. Giờ phải quay lại với Cetaphil",7/8/2023,14:20,5,422218629,rửa dịu nhẹ mụn rửa không_bị khô khô đổi rửa mụn đỏ,1
145,672,"Sử dụng dễ dàng , rất thoải mái , thư giãn tột độ",4/5/2023,16:47,5,308500004,dễ_dàng thoải_mái,1
146,171,"Đây là loại serum dạng dầu, dùng sau mà k rửa mặt sẽ hơi dính.",18/11/2022,0:24,4,422206648,không_rửa_mặt dính,1
147,2665,Bông quá tệ bụi quá gĩu ra bông bay ra,10/4/2022,12:23,1,243300007,tệ_bụi gĩu,0
149,3317,"Sản phẩm kém bền, chỉ dùng được một lần rồi hỏng.",12/11/2021,10:02,1,308500037,kém hỏng,0
150,562,"Xài ok nhe Xài cả ngày ko bị dầu , mặt mũi cũng ko bị bóng mấy . Cách bôi thì mỗi lần lấy 1 chút rồi tán đều lên mặt , như vậy kem sẽ đều và không bị vón cục nha.",20/04/2021,11:08,5,204900013,xài xài không_bị bôi tán không_bị vón,1
151,745,"Trên app để tặng bông tẩy trang, mà đặt thì lại ko thấy tặng",29/08/2022,8:59,5,200400004,tặng không_thấy tặng,1
152,3342,"mask xài thích, mát ban đầu hơi châm chích một lúc thì hết, da dịu mấy nốt mụn nhỏ cũng xẹp hơn. nói chung là ưnggg lắmmmmmmmm, cái này bỏ tủ lạnh xài thích hơn nữa",14/08/2020,13:40,5,308100018,xài mát_lệnh cấm châm_chích dịu xẹp lắmmmmmmmm,1
153,3684,Khá hài lòng,17/03/2022,11:49,5,226200017,hài_lòng,1
154,205,"mình dùng tới chai thứ 3 rồi, cảm thấy rất ổn nhưng sau mỗi lần dùng có lớp bóng nhẹ nên mn dùng srm lại là oke nha",19/05/2022,23:21,5,422211446,ổn nhẹ,1
155,680,Ok,30/04/2023,14:33,5,308500013,,1
156,256,"Em này đỉnh thiệt! Tẩy trang dịu nhẹ, sạch bụi bẩn luôn nè",27/12/2022,18:58,5,200400004,dịu nhẹ sạch bẩn,1
157,1074,"Em này tẩy trang sạch cực kỳ, nhưng mà mình da nhạy cảm thiên dầu, dùng bị đỏ da với kích ứng.",18/12/2022,18:50,5,422201504,sạch cực_kỳ nhạy_cảm đỏ,1
158,1292,"Sản phẩm tốt, dịu nhẹ, bọt mịn, dùng xong mặt rất ẩm không hề bị khô hay gì hết",15/05/2019,11:49,5,204900056,tốt_dịu nhẹ ẩm_không_hề khô khô,1
159,2431,"thơm nhẹ, mượt, mịn!",26/04/2021,19:37,5,308500004,thơm nhẹ,1
160,2105,rửa mặt sạch ko bị khô da,24/06/2021,5:49,5,422211501,rửa sạch khô,1
162,2453,ok,30/03/2020,0:37,5,308500018,,1
163,1428,Da mình đã hết mụn sau khi chuyển qua sd srm này,6/1/2021,17:24,5,422217029,rửa,1
164,695,"Sử dụng dễ dàng, rất thoải mái, thư giản tột độ",29/04/2023,11:43,5,308500009,dễ_dàng thoải_mái,1
165,3116,nước tẩy trang vừa rẻ lại ok nha mọi người,7/2/2024,11:07,5,223600035,rẻ đồng_ý,1
166,1492,dùng tôt,16/10/2020,10:37,5,100230069,,1
167,3015,Phải lm sao để đc giảm 40k ạ. E cảm ơn,15/12/2016,12:33,5,100150066,,1
168,792,"Thấy rát da, cũng sạch nhưng không thích lắm, hơi rít, da nhạy cảm sẽ không ưng đâu",4/4/2021,1:56,3,355500010,rát sạch không_thích rít không_ưng,0
169,1895,"chân ái của đời mình, viêm 3-4 cục mụn đỏ tối đắp em này trước khi ngủ, sáng hôm sau mụn không còn viêm nữa",12/4/2024,21:35,5,422205163,viêm ngủ viêm,1
170,788,"Hàng chính hãng, có tem đàng hoàng luôn, mấy bạn da dầu hỗn hợp xài cx oki lắm á, chứ ko nhất thiết da nhạy cảm xài mới đc như hãng nói đâu nha!!.Cho 5 sao",17/06/2021,9:42,5,100230064,đàng_hoàng hỗn_hợp xài không_nhất_thiết,1
171,3873,Xài 2 chai là thấy da mặt sáng hơn da cổ cả tông í thâm mụn mới cũng nhanh hết nữa. Mờ ê mê,2/4/2023,9:25,5,422208242,xài chóng mờ,1
172,2459,Tuyệt,10/1/2020,14:31,5,308500009,,1
173,157,"Dòng Nắp Xám này không sạch bằng Nắp Xanh NHẠT nhé mn. Chắc sạch same nắp hồng. Nhưng được cái nó không cồn như nắp Xanh Nhạt nhé, không tạo bọt nữa nên trượt trên da ko mượt bằng nhưng bù lại nó lành tính. Vẫn tẩy sạch sẽ đc lớp kcn và cushion sương sương nha. Nhưng mất 5 tới 7 miếng Dùng nó ko lên mụn ẩn Với mức giá và công dụng và độ an toàn thì mình chấm 8/10₫ nhé",30/01/2023,11:22,5,422211446,xám không_sạch sạch không_cồn không_tạo trượt bù tẩy sạch_sẽ chống cushion không_lên mụn_ẩn công_dụng chấm,1
174,2418,"xài 2 chai rồi, da mình nhảy cảm xài dc em này mừng quá chời",13/08/2021,17:20,5,343100028,xài nhảy_cảm xài mừng,1
175,243,Sử dụng rất ok,6/10/2021,22:27,5,422208807,đồng_ý,1
176,1083,"Mình vừa mua đc e này ở store về, chưa xem kỹ bảng thành phần nên mik ko bt ẻm có mùi về ms bt ẻm có mùi và mùi khá dễ chịu do em là brand pháp nên mùi ẻm nó sang mn ạ=))), sạch hơn dòng L'Oréal mik từng xài nma 2 cái đều tốt hết",5/6/2022,22:38,5,422204906,kỹ thành_phần không_ẻm ẻm dễ_chịu sạch xài nma,1
177,2143,"Mình có dư chai Retinol của Viderm, sử dụng được tầm 02 tuần (do còn chai Retinol ZO dang dỡ), nhưng không hợp với da của mình. Muốn bán lại cho bạn nào có nhu cầu. Liên hệ: 0908502702 - Quang. Cảm ơn!",15/04/2023,18:34,5,310100003,dư zo_dỡ không_hợp,1
178,858,Hasaki giao hàng rất mới. Mình dùng có tác dụng lắm.,8/4/2024,22:06,5,214000001,hasaki tác_dụng,1
179,409,Sản phẩm dùng tốt,11/4/2023,15:37,5,100230057,,1
180,1513,da ẩm mịn trắng nhanh. sài hết 1 hũ kem đêm thì da đã trắng hồng. kem ngày có chống nắng hơi khó tán,8/6/2023,20:18,5,422211548,trắng sài trắng chống tán,1
181,273,Dùng hợp cho da dầu,26/06/2021,23:08,5,422208807,,1
182,4390,"Tẩy trang an toàn và nhẹ nhàng cho da mặt, mình dùng thường ngày để tẩy trang kem chống nắng. Mùi khá dễ chịu, rất thích.",22/10/2017,2:34,5,100750038,nhẹ_nhàng tẩy chống dễ_chịu,1
185,1670,"Chất kem đặc nhưng mau thấm, không nhờn bóng. Da mình dầu mụn, dùng rất thích.",9/12/2021,11:18,5,318900019,đặc thấm không_nhờn,1
186,545,Không biết mặt nạ có tác dụng thải độc không mà mình đắp một lúc thấy mặt nóng bừng,15/05/2021,20:22,4,365000014,độc_không_mà đắp,1
187,409,Sản phẩm dùng tốt,11/4/2023,15:37,5,200400004,,1
188,2305,tạm ổn. nhưng thích evene hơn,26/12/2016,7:44,4,100150058,tạm ổn evene,1
189,712,Su dung de dang rat thoai mai thu gian tot do,27/04/2023,17:29,5,308500015,,1
190,1149,sao không thấy hàng tặng shop,11/1/2023,15:22,5,422218631,tặng,1
191,262,hài lòng về sp của hasaki,15/07/2021,21:58,4,357100011,hài_lòng,1
192,135,"Đã dùng 2 cái, phục hồi siêu đỉnh",22/10/2024,6:08,5,422217972,,1
193,2052,"Đợt trước mua sài ok, mà lần này em mua có mùi hắc khó chịu, sài bết k bật tone",14/09/2022,9:58,1,422207413,khó_chịu,0
194,815,ee,24/02/2020,23:20,5,422216594,,1
195,441,"mua trực tiếp tại cửa hàng tặng kèm 2 tuýp rửa mặt nữa. bản mới chất kem màu vàng, thấm tốt và finish trên da khá ổn, k bị vón hay bện trắng như bản cũ. mà t thực sự thích bản cũ vì có nâng tông, bản mới thì không nha nên t phải dặm thêm chút phấn phủ chứ k nhìn mặt mũi t xám nghét ah",23/10/2023,13:11,5,204900013,tặng kèm tuýp rửa chất thấm hoàn_thành ổn vón khô trắng cũ cũ nâng không_nên dặm phấn_phủ mặt_mũi,1
196,1114,"ko hợp với sản phẩm cho lắm, kem hơi khó thấm vào da. Điểm cộng là chất kem mềm mịn, mùi thơm dễ chịu",30/10/2021,1:27,3,223600040,không_hợp thấm cộng mịn thơm,0
197,2659,Thích vì sản phẩm khá dày Sau khi lau ko bị rã ra,30/06/2022,12:06,5,422203809,sản_phẩm dày,1
198,2596,Bông mềm và không bị rã,20/11/2018,19:16,5,100230069,mềm,1
199,761,"Dùng lâu rồi giờ mới biết đánh giá sp. Thực sự sp này cực hợp với da bóng nhờn, hay nổi mụn như mình nè. Kiềm dầu khá tốt và ko bật tông da",13/02/2022,17:32,5,204100003,cực_hợp khô mụn,1
200,16,tốt trong tầm giá sẽ không tẩy được mascara lì tui sử dụng hàng ngày để tẩy kem chống nắng da dầu mụn xài em này ok,14/10/2023,16:54,5,205100136,không_tẩy mascara_lì tẩy chống,1
202,2214,Hàng đẹp giống hình,15/01/2021,14:47,5,206200079,đẹp,1
204,2638,"Bông tẩy trang xài okie,giá cả hợp lý",20/11/2023,20:36,5,422203301,xài,1
205,2260,"Mịn da lắm, có mùi hơi nồng.",23/04/2021,2:03,5,245500001,mịn nồng,1
206,2372,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ",29/04/2023,19:36,5,422205163,dễ_dàng thoải_mái,1
207,2953,Good,13/12/2019,10:37,5,200500283,,1
208,409,Sản phẩm dùng tốt,11/4/2023,15:37,5,100230059,,1
209,246,"giao nhanh , giá rẻ nhưng shop để tặng chai nhỏ mà k thấy chai nhỏ đâu",22/09/2021,18:30,5,422211446,rẻ tặng không_thấy,1
210,2288,"Đã mua đủ màu , rồi đổi sp khác nhưng vẫn phải quay lại với màu Hồng, dùng màu Hồng đi mn ơi, rất mềm mịn da, dùng 2-3 ngày thấy ngay khác biệt",31/05/2022,14:39,5,223600017,đổi hồng đi mềm_mịn,1
211,3007,"Srm khá mà mịn da mùi cx k hăng lắm nhẹ nhẹ, vì lần đầu mìnk sài k bt nên lấy nhìu và bọt quá tr bọt, mìnk nghĩ sẽ có cồn và rửa lại bằng nước sẽ rít da nhưg ngược lại hoàn toàn, rửa xog mới cảm nhận đc là đúng là srm thiên nhiên k có hoá chất hay cồn❤️",20/02/2022,14:03,5,253900007,rửa mịn không_hăng nhẹ nhẹ sài rửa rít cảm_nhận thiên_nhiên hóa khô,1
212,703,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",28/04/2023,12:34,5,422205163,dễ_dàng thoải_mái,1
213,2319,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",4/5/2023,17:45,5,308500009,dễ_dàng thoải_mái,1
214,350,"Từ trc Tới h mk luôn tin dùng xài em này. Tính ra chai này là chai T3 mk xài rồi. Tẩy trang rất nhẹ dịu, khi tẩy xog nó vẫn giữ độ ẩm trên da, kh bị căng rít như nhìu hãng tẩy trang khác",29/09/2019,10:10,5,205100137,thiếc xài xài nhẹ độ_ẩm căng_rít,1
215,709,MÌNH RẤT THÍCH HASAKI VÀ SP TẨY TRANG NÀY,27/04/2023,19:27,5,100230056,hasaki,1
216,189,"mình xài hết 1 tuýp này rồi, theo cảm nhận xài rất thích ạ, chất kem thấm nhanh. Mình sẽ mua lại",16/11/2022,9:16,5,422203617,xài cảm_nhận xài thấm,1
218,1734,mùi dễ chịu và giảm mụn,20/11/2023,10:08,5,422206042,,1
219,2927,"mặt nạ nhiều tinh chất, tiếc tinh chất nên tui thoa tinh chất dư lên mặt trước r mới đắp mặt nạ lên. dùng thường thì thấy cấp ẩm cho da tốt nha, da tui bị mụn nội tiết, trộm vía đắp em này dịu dịu",29/04/2024,23:25,5,422207148,mặt_nạ tiếc_chất chất_dư đắp mặt_nạ mụn nội_tiết dịu dịu,1
220,1478,"srm lm sạch tốt kiềm dầu tốt, nhưng hơi khô da tý",13/08/2021,20:06,5,204900004,rửa sạch khô,1
221,815,ee,24/02/2020,23:20,5,100230064,,1
222,749,Này đúng chuẩn tẩy trang quốc dân luôn í,21/07/2022,20:04,5,200400003,,1
223,4298,"thử biết bao mặt nạ peptide, b5 thì vẫn quay về với e some by mi rau má thôi. Lành tính, thuần chay, dịu đỏ, dưỡng chất vừa đủ không bị nhễ nhại như những loại khác 10₫₫₫₫",11/3/2024,21:32,5,422205635,thử,1
224,1157,Mặt nạ đắp ổn ôm khít mặt ko châm chích,10/8/2024,21:43,5,422212871,đắp ổn ôm khít,1
225,2460,"dùng thích cực luôn, mát và làm xẹp các nốt mụn sưng chỉ sau 1 đêm, da mình là da dầu dùng xg thì hạn chế đc tiết quá nhìu dầu. Rất tốt.",10/11/2019,19:55,5,422205162,cực mát xẹp mụn hạn_chế tiết,1
226,2221,Tẩy trang ok. Da mình nhạy cảm mà dùng không bị kích ứng.,25/07/2023,16:55,5,211300005,nhạy_cảm,1
227,581,"Đọc nhận xét thấy nhiều bạn chê nhưng mình thấy cũng tuỳ người hợp ko thôi, da mình trắng, da dầu nhẹ nên sài tệp vào da, thấm nhanh, hơi mùi nhưng khoảng 1 tiếng là kem tệp vào da hẳn, dùng mỗi kcn thôi mà ai cũng khen da xinh mặc dù da mình có thâm và 1 vài chỗ rỗ do mụn, nchung mình thấy e này 10₫ dùng k bị mụn mà còn sáng mịn da",27/11/2023,15:44,5,253900006,đọc nhận_xét chê tùy hợp trắng nhẹ sài tệp thấm tệp chống ngợi thâm rỗ mụn mụn,1
228,1594,mình xài bản pl mình xài 2 tuýp r có giảm mụn nhma chậm lắm mn ơi =)) còn giảm thâm thì hầu như là k cải thiện mấy,11/2/2023,18:12,4,327500002,xài xài nhma chậm thâm hầu_như không_cải_thiện,1
229,1665,mùi k quá hắc . thoa lên da mát . mà mấy má ơi nó đều màu da lắm nha . phục hồi cũng ổn . khi bôi thấm nhanh . xong nó áp vào da như kiểu là thấm hết r nhưng sáng hôm sau ngủ dậy rửa mặt vẫn thấy nhờn nhờn chứng tỏ vẩn còn nhé . rất ok nchung là ổn,9/3/2022,12:23,5,318900005,mát ổn áp thấm ngủ dậy rửa nhờn chứng_tỏ đồng_ý ổn,1
230,3111,"sản phẩn sử dụng tốt, ko mùi hương liệu rất thich , chất kem đặc nhanh thẩm thấu , sau khi sử dụng sẽ thấy da căng mướt hơn",17/05/2021,20:15,5,204100013,không_mùi chất căng mướt,1
231,695,Mình rất thích HASAKI và sản phẩm tẩy trang này,29/04/2023,18:46,5,200400004,hasaki,1
232,2285,"Da mình nhạy cảm và mới nặn mụn dùng em xịt khoáng này rất ổn áp, mềm da. Sản phẩm đáng mua",21/07/2023,10:50,5,100150059,nhạy_cảm nặn ổn_áp mềm,1
233,684,MÌNH RẤT THÍCH HASAKI VÀ SP TẨY TRANG NÀY,30/04/2023,18:47,5,100230057,hasaki,1
234,3876,Mình dùng kem dưỡng Natrue thấy da cấp ẩm tốt và đều màu mình đc bạn hsk tư vấn nên mua dùng thử thấy OK phết,25/01/2024,21:30,5,248700076,natrue tư_vấn thử,1
235,4114,Tẩy tế bào chết rất tốt và thơm,18/11/2023,17:04,5,422207812,chết thơm,1
236,1176,"mình da dầu mụn dùng thấy khá ổn không bị lên mụn thêm nhưng không thấy nâng tông,nhưng chống nắng có vẻ kém",22/08/2022,19:46,3,249500013,mụn ổn không_bị mụn không_thấy nâng_tông chống kém,0
237,1051,"Không bí, không đổ dầu , dưỡng ẩm nhẹ đã vậy thoa lên như có lớp make up mỏng rất xịn",30/04/2021,17:40,5,248700035,không_đổ mỏng xịn,1
238,722,Sản phẩm rất OK,14/04/2023,13:58,5,100230056,đồng_ý,1
239,336,Tuyệt vời,25/04/2020,22:17,5,205100146,,1
240,2662,"Đã mua nhiều lần ở đây nhưng lần này mua 4 bịch khui 2 bịch thì thấy bông quá tệ, dập ko kỹ bung bét bông tùm lum, lau tới đâu rụng bông tới đó. Còn 2 bịch chưa khui ko biết có bị giống z ko nữa ☹️☹️☹️",21/05/2022,10:07,1,243300007,bịch_bịch tệ_dập không_kỹ tùm rụng bịch buồn,0
